WRZ_ID,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080
11,0.2567981,0.25610739,0.255415069,0.254721974,0.25402057,0.24591687,0.244152131,0.244152359,0.244239596,0.244386984,0.244203649,0.244033576,0.243995632,0.243949271,0.243883382,0.243823955,0.243773836,0.24371987,0.243689541,0.24366757,0.241549664,0.24186958,0.242201007,0.24255394,0.242919293,0.242583033,0.242768094,0.242951588,0.243129693,0.243308491,0.243481348,0.243646175,0.243811012,0.243968237,0.244124086,0.244281364,0.244432716,0.244578094,0.244723312,0.244864546,0.245011659,0.245163271,0.245311397,0.245461649,0.245612239,0.245765993,0.245923958,0.246094352,0.2462792,0.246475855,0.246688381,0.246911686,0.247146785,0.247384338,0.247627558,0.247875572,0.248127676,0.24837255,0.248611422,0.248846546,0.249078942
12,1.783895531,1.763714366,1.752540979,1.716257676,1.696111893,1.697567003,1.699183566,1.701285589,1.701333822,1.701287493,1.700976762,1.700666395,1.700892602,1.70105999,1.701108029,1.698657972,1.696580656,1.694544076,1.693980424,1.693663178,1.680939067,1.684154721,1.6874763,1.690980007,1.694593026,1.694615311,1.698998146,1.703272087,1.707407687,1.711454885,1.715361665,1.719112078,1.722772125,1.726281437,1.729691544,1.733026499,1.736227831,1.73931116,1.742339724,1.745283264,1.748223152,1.751171409,1.754101609,1.757060749,1.76003432,1.763045606,1.766103373,1.769275515,1.772579246,1.775993248,1.77955151,1.783212503,1.786984967,1.790791908,1.79466,1.798582309,1.802553217,1.806478642,1.810368432,1.814241379,1.818106044
13,0.823730862,0.820959622,0.818304505,0.815537534,0.812149462,0.814228619,0.81592838,0.817411694,0.785208537,0.783531503,0.785302702,0.78699717,0.78893053,0.789091577,0.789153104,0.788951486,0.788689753,0.788375251,0.788272402,0.788300115,0.774633127,0.775085004,0.775518149,0.777450369,0.779399606,0.776574174,0.77679777,0.776952692,0.777026546,0.777041592,0.776976317,0.776823486,0.776612563,0.776318769,0.775964282,0.775560969,0.775084215,0.774540392,0.773957516,0.773323742,0.772673799,0.772013927,0.771332844,0.770650034,0.769959704,0.769271255,0.768588356,0.767939293,0.767331542,0.766755727,0.766225138,0.765722274,0.765249741,0.76477543,0.764309296,0.763848591,0.763390795,0.762897413,0.762371701,0.761821592,0.761250852
14,1.023081498,1.020225618,1.017216222,1.01419332,1.010997486,1.000104837,1.001714025,1.003203803,0.978873926,0.976165988,0.977563843,0.978907363,0.980585881,0.980974695,0.981249499,0.980025045,0.978759075,0.977424622,0.976149325,0.974873791,0.963234952,0.964223144,0.965202708,0.967369397,0.969568604,0.966188561,0.96686822,0.96734078,0.967718038,0.968027351,0.968241777,0.968352765,0.968396388,0.968341546,0.96821582,0.968033161,0.967763057,0.967413745,0.967019406,0.966564905,0.966093157,0.96561119,0.965105098,0.964599169,0.964085989,0.963577363,0.963077744,0.962622048,0.962219083,0.961857307,0.961553437,0.961285723,0.961057826,0.960830048,0.960615306,0.960409984,0.960210978,0.95997063,0.959693612,0.959389578,0.959062978
15,0.121928937,0.121282802,0.12076991,0.120268902,0.119979509,0.120296717,0.120589261,0.120861986,0.121117695,0.117678457,0.116700187,0.117179247,0.117686524,0.118179628,0.118230238,0.118276227,0.118352512,0.11842152,0.118495972,0.118553421,0.1169563,0.117022228,0.117092954,0.117167371,0.117405039,0.117274501,0.117315357,0.117333619,0.117328079,0.117302025,0.117175665,0.117036938,0.1168897,0.116730789,0.116563093,0.116388186,0.116202921,0.116008136,0.115807465,0.115599418,0.115388455,0.115175394,0.114958789,0.11474112,0.114521647,0.114301553,0.114081296,0.113864443,0.113651919,0.113442505,0.113237836,0.113035674,0.112836306,0.112635675,0.112435001,0.112233928,0.112032125,0.111824783,0.111612303,0.111395682,0.111175392
16,1.051203712,1.039098663,0.984112918,0.958996387,0.944605723,0.944359742,0.944604806,0.944024177,0.94363148,0.943197547,0.944355499,0.945300154,0.946508499,0.947634553,0.948673946,0.945000399,0.941270613,0.938768796,0.93637029,0.933958139,0.91298266,0.915323621,0.917699294,0.920131676,0.922588403,0.923101526,0.925124533,0.927086206,0.928970764,0.930805303,0.93256147,0.934231313,0.935850355,0.937385638,0.938865396,0.940301919,0.941663735,0.942959902,0.944224069,0.945439454,0.946649843,0.947860795,0.949058163,0.950267382,0.951480283,0.95270951,0.953959545,0.955266417,0.956638456,0.9580641,0.959561597,0.961108418,0.962709617,0.964324153,0.965966978,0.96763395,0.969321989,0.97098125,0.972618018,0.974241999,0.975857375
17,0.986014499,0.98047914,0.974963083,0.969442207,0.96394463,0.96549057,0.966906638,0.968902971,0.970819448,0.935443956,0.93095007,0.932481176,0.933555083,0.934571161,0.934376441,0.931154721,0.928252472,0.92531008,0.922457361,0.919900265,0.92043133,0.920931832,0.921434582,0.921975567,0.924055289,0.924687757,0.925490192,0.926217116,0.92685386,0.927426681,0.927909237,0.928294027,0.928615412,0.928842808,0.929003185,0.929108902,0.929130497,0.929076636,0.928979563,0.928823881,0.928650926,0.928466181,0.9282563,0.928045015,0.927824654,0.927606884,0.927395759,0.92722462,0.927100859,0.92701329,0.926978383,0.926974816,0.927006888,0.927036432,0.927077119,0.92712488,0.927176675,0.927186793,0.927161298,0.927109059,0.927033805
18,1.005149735,1.001649362,0.998156918,0.994929924,0.9918951,0.992363444,0.992793351,0.960569882,0.946184934,0.938349504,0.936691721,0.935540413,0.934985767,0.932906852,0.93113677,0.928386004,0.925664813,0.922958831,0.920387139,0.91791589,0.912348757,0.912280917,0.91327656,0.914829655,0.916457915,0.917243766,0.918244077,0.919172093,0.920012288,0.920792267,0.921483402,0.922078744,0.922614019,0.923055901,0.923433404,0.923758079,0.92399869,0.924165296,0.924291016,0.924358575,0.924411551,0.924454203,0.924472572,0.924492067,0.924504038,0.924521123,0.924547353,0.924617525,0.924738331,0.924898023,0.925114366,0.925364659,0.925654251,0.925943154,0.926246929,0.926560782,0.926881513,0.927161299,0.927407894,0.927630219,0.927831717
19,0.26752872,0.261967687,0.258852988,0.258250083,0.25767756,0.257872853,0.257948493,0.258101435,0.258219212,0.258300231,0.258354358,0.258401994,0.258527105,0.258649875,0.25875934,0.258679,0.258930922,0.259173666,0.259442473,0.259766043,0.259458387,0.26008787,0.260720734,0.261374751,0.262041656,0.262444991,0.263054146,0.263646688,0.264218322,0.264776384,0.265313254,0.265826636,0.266326209,0.266803124,0.26726496,0.267715214,0.268145333,0.268557646,0.268961398,0.269352134,0.269741769,0.270132006,0.27051898,0.270909576,0.271301646,0.271698601,0.272101706,0.272520858,0.272958502,0.273411501,0.273884818,0.274372352,0.274875402,0.275382723,0.275898265,0.276420977,0.276950026,0.277471705,0.277987542,0.278500254,0.279011056
20,0.546171647,0.541996384,0.524839684,0.519738021,0.50959293,0.506066884,0.506146756,0.506479779,0.506945924,0.506674448,0.506269673,0.505873985,0.505652439,0.505427048,0.505198995,0.503781472,0.502450022,0.501555468,0.500738734,0.500181689,0.493141685,0.49396859,0.494828726,0.49575035,0.49671853,0.497293371,0.498740423,0.500153276,0.501523062,0.502865001,0.504163029,0.505412783,0.506634204,0.507808519,0.508951744,0.510070553,0.511147091,0.512186631,0.513208042,0.514201572,0.515192045,0.516182257,0.517164176,0.51815235,0.519141983,0.520140362,0.521149978,0.522191288,0.523268729,0.524375716,0.525522811,0.526697063,0.527901643,0.529113144,0.530340544,0.531581293,0.532833624,0.53406907,0.535291776,0.536507144,0.537717367
